Profile Summary
Generated on: 2022-10-21 09:41:45
Msec since Epoch: 1666316505664
Profiled application: host
Target platform: Xilinx
Tool version: 2022.1
XRT build version: 2.13.466
Build version branch: 2022.1
Build version hash: f5505e402c2ca1ffe45eb6d3a9399b23a0dc8776
Build version date: N/A
Target devices: xilinx_u50_gen3x16_xdma_base_5-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,3,0.005578,0.000571,0.00185933,0.004232,
clCreateCommandQueue,1,0.003529,0.003529,0.003529,0.003529,
clCreateContext,1,3.56451,3.56451,3.56451,3.56451,
clCreateKernel,1,0.253391,0.253391,0.253391,0.253391,
clCreateProgramWithBinary,1,6234.04,6234.04,6234.04,6234.04,
clCreateSubBuffer,4,0.002692,0.000452,0.000673,0.001101,
clEnqueueMigrateMemObjects,6,0.112159,0.001092,0.0186932,0.089602,
clEnqueueTask,3,0.07925,0.01428,0.0264167,0.046467,
clGetDeviceIDs,2,0.001624,0.000542,0.000812,0.001082,
clGetEventProfilingInfo,2,0.005877,0.000907,0.0029385,0.00497,
clGetPlatformIDs,2,0.006273,0.000611,0.0031365,0.005662,
clGetPlatformInfo,2,0.00126,0.000489,0.00063,0.000771,
clReleaseCommandQueue,1,0.002177,0.002177,0.002177,0.002177,
clReleaseContext,1,0.023729,0.023729,0.023729,0.023729,
clReleaseDevice,2,0.001841,0.000799,0.0009205,0.001042,
clReleaseEvent,16,0.019131,0.00025,0.00119569,0.009131,
clReleaseKernel,1,7.52868,7.52868,7.52868,7.52868,
clReleaseMemObject,23,0.011242,0.000288,0.000488783,0.001901,
clReleaseProgram,1,0.804295,0.804295,0.804295,0.804295,
clRetainDevice,2,0.000812,0.000351,0.000406,0.000461,
clRetainEvent,8,0.003768,0.000291,0.000471,0.000899,
clRetainMemObject,16,0.007678,0.000286,0.000479875,0.001822,
clSetKernelArg,11,48.8151,0.000282,4.43774,37.1977,
clWaitForEvents,2,363.015,144.74,181.507,218.275,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
runOnfpga,3,380.729,0.096357,126.91,234.885,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
94483617237328,runOnfpga,0,0,xilinx_u50_gen3x16_xdma_base_5-0,6811.33,234.885,1:1:1,1:1:1,
94483617237328,runOnfpga,0,0,xilinx_u50_gen3x16_xdma_base_5-0,6754.7,145.747,1:1:1,1:1:1,
94483617237328,runOnfpga,0,0,xilinx_u50_gen3x16_xdma_base_5-0,6697.3,0.096357,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,0,0,6697.34,57.3576,699452,12194.6,
699451648,0,0,6754.71,56.6067,699452,12356.3,
8053063680,0,0,6697.26,0.027471,65.536,2385.64,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
6442450944,0,0,6900.5,15.0761,174863,11598.7,
6617313856,0,0,7046.23,14.1216,174863,12382.6,

Data Transfer: Host to Global Memory
Context:Number of Devices,Transfer Type,Number Of Buffer Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Buffer Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,2,11977.8,76.0312,174863,29.1977,14.5989,
context0:1,WRITE,3,12272.5,77.9019,466323,113.992,37.9972,

Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),
xilinx_u50_gen3x16_xdma_base_5-0,runOnfpga_1,runOnfpga,1:1:1,1:1:1,3,Yes,1,1.000000x,291.497,0.0558933,97.1655,145.721,300,





Data Transfer: Kernels to Global Memory
Device,Compute Unit/Port Name,Kernel Arguments,Memory Resources,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Latency (ns),
xilinx_u50_gen3x16_xdma_base_5-0,runOnfpga_1/m_axi_maxiport0,output_flags|input_words,HBM[0:14],WRITE,341531,5410.5,28.1065,1.023,56.7783,
xilinx_u50_gen3x16_xdma_base_5-0,runOnfpga_1/m_axi_maxiport0,output_flags|input_words,HBM[0:14],READ,1366118,4800.09,24.9356,1.023,80.8021,
xilinx_u50_gen3x16_xdma_base_5-0,runOnfpga_1/m_axi_maxiport1,bloom_filter,HBM[30],READ,64,4709.17,24.4632,1.024,135.625,

Top Data Transfer: Kernels to Global Memory
Device,Compute Unit,Number of Transfers,Average Bytes per Transfer,Transfer Efficiency (%),Total Data Transfer (MB),Total Write (MB),Total Read (MB),Total Transfer Rate (MB/s),
xilinx_u50_gen3x16_xdma_base_5-0,runOnfpga_1,1707649,1024,25,1748.63,349.726,1398.9,4910.9,


Compute Units: Stall Information
Compute Unit,Execution Count,Running Time (ms),Intra-Kernel Dataflow Stalls (ms),External Memory Stalls (ms),Inter-Kernel Pipe Stalls (ms),
runOnfpga_1,3,291.497,0,0,0

Guidance Parameters
Parameter,Element,Value,
DEVICE_EXEC_TIME,xilinx_u50_gen3x16_xdma_base_5-0,348.909,
CU_CALLS,xilinx_u50_gen3x16_xdma_base_5-0|runOnfpga_1,3,
NUM_MONITORS,xilinx_u50_gen3x16_xdma_base_5-0|XCL_PERF_MON_MEMORY|2,2,
NUM_MONITORS,xilinx_u50_gen3x16_xdma_base_5-0|XCL_PERF_MON_ACCEL|1,1,
NUM_MONITORS,xilinx_u50_gen3x16_xdma_base_5-0|XCL_PERF_MON_STR|0,0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[0],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[1],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[2],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[3],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[4],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[5],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[6],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[7],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[8],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[9],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[10],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[11],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[12],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[13],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[14],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[15],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[16],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[17],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[18],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[19],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[20],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[21],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[22],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[23],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[24],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[25],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[26],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[27],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[28],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[29],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[30],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HBM[31],1,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|PLRAM[0],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|PLRAM[1],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|PLRAM[2],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|PLRAM[3],0,
MEMORY_USAGE,xilinx_u50_gen3x16_xdma_base_5-0|HOST[0],0,
PLRAM_DEVICE,all,1,
HBM_DEVICE,all,1,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
PORT_BIT_WIDTH,runOnfpga_1/m_axi_maxiport0,512,
PORT_BIT_WIDTH,runOnfpga_1/m_axi_maxiport1,512,
KERNEL_COUNT,runOnfpga,1,
TRACE_MEMORY,all,TS2MM,
PLRAM_SIZE_BYTES,xilinx_u50_gen3x16_xdma_base_5-0,0,
TRACE_BUFFER_FULL,xilinx_u50_gen3x16_xdma_base_5-0,false
MEMORY_TYPE_BIT_WIDTH,xilinx_u50_gen3x16_xdma_base_5-0|HBM,256,
MEMORY_TYPE_BIT_WIDTH,xilinx_u50_gen3x16_xdma_base_5-0|DDR,512,
MEMORY_TYPE_BIT_WIDTH,xilinx_u50_gen3x16_xdma_base_5-0|PLRAM,512,
APPLICATION_RUN_TIME_MS,all,9124.25,
MIGRATE_MEM,host,6,
P2P_HOST_TRANSFERS,host,0,
OBJECTS_RELEASED,all,1,
CU_CONTEXT_EN,all,0,
MAX_PARALLEL_KERNEL_ENQUEUES,runOnfpga,2,
COMMAND_QUEUE_OOO,94483616745088,1,
KERNEL_BUFFER_INFO,runOnfpga|output_flags|MBG[24:26]|0,174862912,
KERNEL_BUFFER_INFO,runOnfpga|input_words|MBG[0:11]|0,699451648,
KERNEL_BUFFER_INFO,runOnfpga|bloom_filter|HBM[30]|1,65536,
BUFFER_RD_ACTIVE_TIME_MS,all,29.1977,
BUFFER_WR_ACTIVE_TIME_MS,all,113.992,
BUFFER_TX_ACTIVE_TIME_MS,all,363.092,
TOTAL_KERNEL_RUN_TIME_MS,all,348.84,
